OrderID,CustomerID,PlatformID,ZoneID,OrderStatus,OrderDate,OrderTime,Subtotal_EGP,DeliveryFee_EGP,PlatformCommissionPercent,PlatformCommissionAmount_EGP,Tip_EGP,IsCOD,WasCODRefused
2260,270,1,5,Cancelled,2025-09-23,2025-09-23 19:08:42,312.88,22.0,22.58,70.65,0,1,0
2261,360,1,17,Delivered,2025-09-12,2025-09-12 17:40:03,153.21,20.0,21.07,32.28,0,1,0
2262,411,3,7,Rejected,2025-01-09,2025-01-09 19:38:41,381.38,25.0,19.72,75.21,10,1,1
2263,487,5,6,Delivered,2025-01-22,2025-01-22 23:11:10,247.84,30.0,0.0,0.0,0,1,0
2264,251,5,1,Delivered,2025-11-23,2025-11-23 19:16:51,219.78,30.0,0.0,0.0,25,1,0
2265,246,2,1,Delivered,2025-04-01,2025-04-01 22:03:29,397.84,30.0,15.64,62.22,0,0,
2266,19,1,2,Delivered,2024-03-16,2024-03-16 17:34:22,777.01,28.0,21.33,165.74,50,1,0
2267,49,1,3,Delivered,2025-07-12,2025-07-12 23:28:15,846.49,0.0,20.5,173.53,0,0,
2268,144,1,8,Delivered,2025-07-04,2025-07-04 12:05:59,275.52,40.0,21.79,60.04,0,1,0
2269,363,3,27,Delivered,2024-10-14,2024-10-14 23:30:09,582.38,20.0,18.75,109.2,0,0,
2270,349,2,2,Pending,2024-02-26,2024-02-26 12:45:50,628.1,28.0,16.66,104.64,20,1,0
2271,200,1,31,Delivered,2024-10-23,2024-10-23 20:19:10,369.9,20.0,22.04,81.53,10,0,
2272,182,2,14,Delivered,2025-04-05,2025-04-05 14:21:55,349.93,25.0,16.75,58.61,0,1,0
2273,223,2,9,Delivered,2025-11-09,2025-11-09 09:07:56,727.17,42.0,15.96,116.06,0,1,0
2274,275,3,33,Delivered,2024-05-14,2024-05-14 14:40:54,608.28,20.0,15.79,96.05,0,0,
2275,26,3,1,Delivered,2025-05-30,2025-05-30 12:03:11,582.7,30.0,17.87,104.13,30,1,0
2276,265,1,35,Cancelled,2025-08-14,2025-08-14 12:28:06,593.09,38.0,24.16,143.29,0,1,1
2277,173,1,7,Delivered,2025-05-27,2025-05-27 22:39:39,252.0,25.0,21.25,53.55,0,1,0
2278,464,1,9,Delivered,2024-03-07,2024-03-07 15:03:09,454.07,42.0,20.12,91.36,30,0,
2279,6,1,2,Delivered,2025-04-27,2025-04-27 14:50:39,390.55,28.0,24.53,95.8,0,1,0
2280,353,5,12,Delivered,2024-02-04,2024-02-04 12:15:52,679.6,27.0,0.0,0.0,30,1,0
2281,460,3,2,Delivered,2024-09-20,2024-09-20 00:54:33,516.12,28.0,15.49,79.95,20,1,0
2282,492,2,11,Delivered,2024-02-13,2024-02-13 21:30:40,285.47,28.0,16.8,47.96,0,1,0
2283,170,4,2,Delivered,2025-09-27,2025-09-27 12:51:08,140.35,28.0,14.93,20.95,0,1,0
2284,170,1,2,Delivered,2024-03-23,2024-03-23 02:44:33,417.1,28.0,20.74,86.51,0,1,1
2285,84,1,16,Cancelled,2024-03-13,2024-03-13 17:04:46,306.02,0.0,22.88,70.02,20,1,0
2286,203,1,33,Refunded,2024-01-08,2024-01-08 10:32:23,145.49,20.0,21.0,30.55,30,1,0
2287,459,2,8,Delivered,2025-11-04,2025-11-04 21:47:38,496.21,40.0,16.4,81.38,5,1,0
2288,92,2,29,Cancelled,2025-11-13,2025-11-13 17:45:35,501.6,20.0,17.43,87.43,0,0,
2289,92,1,29,Delivered,2025-02-20,2025-02-20 15:22:50,651.0,20.0,24.1,156.89,0,0,
2290,326,1,6,Delivered,2024-03-13,2024-03-13 18:56:20,752.27,0.0,21.82,164.15,50,1,0
2291,379,3,14,Delivered,2024-06-04,2024-06-04 21:56:45,620.26,25.0,19.71,122.25,0,1,0
2292,136,2,5,Delivered,2025-12-15,2025-12-15 23:57:18,215.8,22.0,17.87,38.56,0,0,
2293,345,1,6,Delivered,2025-10-05,2025-10-05 12:12:41,382.97,30.0,21.25,81.38,25,1,0
2294,131,5,14,Delivered,2024-03-17,2024-03-17 17:57:50,780.03,25.0,0.0,0.0,0,1,0
2295,117,1,14,Delivered,2025-07-23,2025-07-23 12:36:05,685.31,25.0,22.66,155.29,0,0,
2296,207,1,11,Delivered,2025-03-23,2025-03-23 18:17:47,755.73,28.0,20.32,153.56,20,0,
2297,391,1,20,Delivered,2025-01-12,2025-01-12 22:21:22,471.72,22.0,22.47,106.0,10,1,0
2298,290,3,1,Cancelled,2025-12-14,2025-12-14 21:55:01,590.24,30.0,18.95,111.85,0,1,0
2299,289,1,19,Delivered,2025-01-23,2025-01-23 21:47:28,382.25,20.0,24.61,94.07,0,1,0
2300,430,3,22,Delivered,2025-03-07,2025-03-07 17:33:33,440.85,22.0,16.68,73.53,0,0,
2301,303,2,5,Delivered,2024-10-31,2024-10-31 23:22:48,122.96,22.0,17.23,21.19,50,1,0
2302,199,1,2,Delivered,2025-07-11,2025-07-11 13:03:59,471.47,28.0,23.15,109.15,5,1,0
2303,357,1,22,Delivered,2025-12-09,2025-12-09 20:55:25,270.51,22.0,20.17,54.56,0,1,0
2304,485,2,12,Cancelled,2025-12-24,2025-12-24 19:51:18,631.55,27.0,17.61,111.22,30,1,0
2305,463,1,8,Delivered,2024-12-06,2024-12-06 12:14:06,460.05,40.0,22.36,102.87,5,1,0
2306,411,1,7,Refunded,2024-12-16,2024-12-16 19:32:29,407.96,25.0,20.18,82.33,5,1,0
2307,75,2,35,Delivered,2025-02-09,2025-02-09 12:54:32,877.24,38.0,15.63,137.11,50,0,
2308,376,1,9,Delivered,2025-11-20,2025-11-20 13:13:17,728.86,42.0,24.8,180.76,0,0,
2309,415,1,15,Cancelled,2025-08-01,2025-08-01 23:51:18,580.24,22.0,22.12,128.35,0,1,1
2310,394,4,9,Delivered,2025-02-23,2025-02-23 19:22:07,638.28,42.0,12.68,80.93,0,1,0
2311,187,2,1,Cancelled,2024-02-02,2024-02-02 20:15:27,197.68,30.0,17.51,34.61,0,1,1
2312,289,1,19,Delivered,2024-12-10,2024-12-10 11:42:42,338.48,20.0,20.54,69.52,30,0,
2313,289,2,19,Cancelled,2025-10-02,2025-10-02 13:50:42,410.7,20.0,16.61,68.22,0,1,0
2314,163,3,14,Delivered,2024-04-05,2024-04-05 20:18:00,675.05,25.0,18.07,121.98,0,1,0
2315,239,2,17,Cancelled,2024-11-07,2024-11-07 13:19:55,234.93,20.0,15.56,36.56,0,1,1
2316,11,4,14,Delivered,2024-09-08,2024-09-08 14:25:33,202.59,25.0,14.5,29.38,0,0,
2317,127,1,22,Delivered,2024-05-23,2024-05-23 21:37:57,602.11,22.0,23.52,141.62,50,1,0
2318,407,1,4,Delivered,2025-02-26,2025-02-26 14:12:33,715.99,0.0,21.7,155.37,0,1,0
2319,180,5,5,Delivered,2024-09-07,2024-09-07 14:38:02,269.49,22.0,0.0,0.0,25,1,0
2320,119,2,10,Delivered,2024-05-23,2024-05-23 22:01:00,453.62,32.0,17.88,81.11,20,0,
2321,148,3,8,Delivered,2025-09-24,2025-09-24 19:49:06,344.78,40.0,15.71,54.16,20,0,
2322,207,5,11,Delivered,2024-07-07,2024-07-07 22:13:48,414.21,28.0,0.0,0.0,0,1,0
2323,310,5,17,Delivered,2025-03-30,2025-03-30 11:47:21,805.26,20.0,0.0,0.0,30,0,
2324,155,1,24,Delivered,2024-06-27,2024-06-27 16:06:17,175.38,20.0,22.58,39.6,0,0,
2325,478,2,5,Pending,2025-12-26,2025-12-26 14:41:55,349.92,22.0,16.14,56.48,0,1,0
2326,433,1,5,Refunded,2024-03-25,2024-03-25 11:57:11,553.52,0.0,22.69,125.59,0,1,0
2327,46,3,4,Delivered,2024-03-23,2024-03-23 17:17:07,159.92,35.0,16.03,25.64,20,1,0
2328,72,1,3,Delivered,2024-10-02,2024-10-02 23:51:45,339.23,45.0,24.84,84.26,30,0,
2329,382,5,4,Delivered,2025-12-10,2025-12-10 23:12:44,439.46,35.0,0.0,0.0,0,0,
2330,101,1,5,Cancelled,2024-11-07,2024-11-07 21:49:35,231.22,22.0,22.63,52.33,50,1,1
2331,491,5,20,Delivered,2024-12-03,2024-12-03 22:21:36,366.18,22.0,0.0,0.0,0,0,
2332,43,1,18,Delivered,2024-10-03,2024-10-03 19:47:54,248.18,20.0,22.07,54.77,20,1,0
2333,53,5,2,Delivered,2024-09-02,2024-09-02 19:07:24,338.39,28.0,0.0,0.0,10,1,0
2334,288,5,8,Delivered,2025-06-04,2025-06-04 22:34:01,823.42,40.0,0.0,0.0,50,1,0
2335,451,4,6,Delivered,2024-08-14,2024-08-14 23:58:02,248.09,30.0,12.6,31.26,10,1,0
2336,180,5,5,Delivered,2024-03-17,2024-03-17 17:17:34,691.82,22.0,0.0,0.0,50,1,1
2337,6,1,2,Delivered,2025-04-18,2025-04-18 12:01:16,252.92,28.0,24.7,62.47,0,1,0
2338,451,2,6,Delivered,2025-07-10,2025-07-10 20:13:18,539.43,30.0,17.81,96.07,0,1,0
2339,482,1,2,Delivered,2025-10-23,2025-10-23 01:28:42,535.84,28.0,22.41,120.08,0,1,0
2340,379,2,14,Delivered,2025-03-03,2025-03-03 18:53:34,346.04,25.0,17.36,60.07,0,1,0
2341,62,2,7,Refunded,2025-11-02,2025-11-02 14:03:03,246.49,25.0,17.72,43.68,0,0,
2342,388,2,4,Delivered,2025-06-07,2025-06-07 12:47:10,706.98,35.0,16.52,116.79,0,1,0
2343,11,2,14,Delivered,2024-02-16,2024-02-16 22:28:55,652.76,25.0,15.24,99.48,0,0,
2344,208,3,11,Delivered,2025-03-03,2025-03-03 22:24:57,548.02,28.0,15.79,86.53,30,0,
2345,435,2,30,Delivered,2024-10-03,2024-10-03 16:38:45,360.52,20.0,15.68,56.53,0,1,0
2346,203,1,33,Delivered,2024-06-13,2024-06-13 16:14:46,434.9,20.0,20.7,90.02,10,1,1
2347,155,2,24,Delivered,2025-02-10,2025-02-10 22:36:19,522.55,20.0,15.98,83.5,0,0,
2348,228,4,11,Delivered,2024-04-12,2024-04-12 20:30:50,955.99,28.0,12.07,115.39,0,1,0
2349,382,1,4,Delivered,2025-10-03,2025-10-03 01:53:55,293.47,35.0,24.91,73.1,0,1,0
2350,369,5,34,Delivered,2025-02-12,2025-02-12 20:07:25,346.02,20.0,0.0,0.0,10,1,0
2351,349,5,2,Delivered,2024-06-05,2024-06-05 22:17:02,333.79,28.0,0.0,0.0,0,1,0
2352,84,5,16,Delivered,2025-02-21,2025-02-21 01:30:18,290.87,20.0,0.0,0.0,0,1,0
2353,265,1,35,Delivered,2025-03-31,2025-03-31 14:25:29,831.49,38.0,21.89,182.01,0,0,
2354,415,1,15,Delivered,2025-03-31,2025-03-31 22:45:44,526.37,22.0,22.75,119.75,20,1,0
2355,38,1,14,Delivered,2024-06-28,2024-06-28 23:17:03,395.03,25.0,20.33,80.31,0,1,0
2356,124,1,1,Delivered,2025-05-07,2025-05-07 21:00:57,267.02,30.0,24.16,64.51,0,0,
2357,230,1,32,Delivered,2024-11-05,2024-11-05 20:50:46,265.4,20.0,20.66,54.83,20,1,0
2358,369,1,34,Delivered,2025-01-23,2025-01-23 20:02:33,142.13,20.0,20.57,29.24,0,1,1
2359,465,2,13,Delivered,2025-11-23,2025-11-23 21:37:31,635.14,25.0,15.19,96.48,0,0,
2360,368,1,1,Delivered,2024-08-22,2024-08-22 12:25:22,214.2,30.0,21.73,46.55,5,1,0
2361,437,1,4,Delivered,2025-03-18,2025-03-18 20:28:52,166.91,35.0,24.88,41.53,0,0,
2362,461,4,32,Cancelled,2024-12-28,2024-12-28 13:36:43,388.63,20.0,13.79,53.59,5,1,0
2363,375,1,1,Delivered,2025-11-25,2025-11-25 19:10:18,461.24,30.0,21.83,100.69,0,1,1
2364,326,5,6,Delivered,2025-08-17,2025-08-17 13:53:54,256.87,30.0,0.0,0.0,10,1,0
2365,198,2,2,Delivered,2024-11-28,2024-11-28 21:51:40,313.91,0.0,17.01,53.4,10,1,0
2366,416,1,1,Cancelled,2025-04-20,2025-04-20 22:34:26,429.81,30.0,22.1,94.99,0,1,0
2367,445,1,11,Delivered,2024-04-26,2024-04-26 20:43:29,231.77,28.0,20.39,47.26,0,0,
2368,403,2,6,Delivered,2025-08-06,2025-08-06 14:05:02,673.74,30.0,16.7,112.51,0,1,1
2369,441,2,10,Delivered,2025-09-09,2025-09-09 22:37:31,208.56,32.0,16.81,35.06,0,0,
2370,31,2,5,Cancelled,2024-09-27,2024-09-27 01:15:18,155.34,22.0,17.46,27.12,10,1,0
2371,398,2,7,Delivered,2025-09-18,2025-09-18 22:13:55,332.45,25.0,17.33,57.61,10,1,0
2372,312,1,6,Delivered,2024-11-06,2024-11-06 21:27:40,459.42,30.0,24.05,110.49,10,1,0
2373,122,2,19,Delivered,2025-03-11,2025-03-11 18:34:20,218.12,20.0,16.05,35.01,0,0,
2374,130,2,10,Delivered,2025-09-26,2025-09-26 23:25:23,516.59,32.0,15.88,82.03,0,0,
2375,395,2,6,Delivered,2025-11-16,2025-11-16 21:45:30,387.82,30.0,16.53,64.11,0,1,0
2376,229,5,4,Delivered,2024-02-03,2024-02-03 23:17:40,747.7,35.0,0.0,0.0,0,0,
2377,31,2,5,Delivered,2024-07-14,2024-07-14 19:58:05,328.85,22.0,16.68,54.85,0,1,0
2378,21,2,3,Delivered,2025-11-23,2025-11-23 22:02:11,378.3,45.0,16.83,63.67,0,1,0
2379,220,1,18,Refunded,2025-06-25,2025-06-25 13:20:22,255.75,20.0,21.24,54.32,0,1,0
2380,163,1,14,Delivered,2025-12-18,2025-12-18 19:29:31,390.44,25.0,23.35,91.17,20,1,0
2381,139,3,1,Delivered,2024-07-27,2024-07-27 20:25:24,450.91,30.0,15.75,71.02,15,0,
2382,425,3,11,Delivered,2024-08-26,2024-08-26 13:00:49,489.85,28.0,16.16,79.16,15,1,0
2383,338,2,4,Delivered,2025-06-09,2025-06-09 23:03:15,466.15,35.0,17.41,81.16,50,0,
2384,485,1,12,Delivered,2025-06-18,2025-06-18 20:05:06,172.33,27.0,20.25,34.9,0,1,0
2385,413,1,4,Delivered,2024-11-26,2024-11-26 09:59:20,638.83,35.0,23.45,149.81,0,1,0
2386,152,1,22,Delivered,2025-09-15,2025-09-15 14:52:58,280.54,22.0,24.24,68.0,0,1,0
2387,385,3,18,Delivered,2024-03-15,2024-03-15 02:12:27,769.93,20.0,18.93,145.75,50,1,1
2388,58,3,27,Delivered,2025-06-28,2025-06-28 20:19:45,351.78,20.0,17.84,62.76,0,1,0
2389,147,2,13,Delivered,2025-02-11,2025-02-11 22:37:39,697.21,25.0,16.5,115.04,0,0,
2390,182,1,14,Delivered,2024-08-02,2024-08-02 23:40:53,504.49,25.0,22.69,114.47,50,1,0
2391,246,1,1,Delivered,2025-02-08,2025-02-08 20:33:20,308.88,30.0,24.52,75.74,20,1,0
2392,129,2,31,Delivered,2025-11-23,2025-11-23 20:52:51,365.42,20.0,16.79,61.35,5,1,0
2393,46,1,4,Delivered,2024-08-31,2024-08-31 20:45:38,821.72,35.0,23.45,192.69,0,1,0
2394,270,2,5,Delivered,2024-01-23,2024-01-23 14:28:54,128.55,22.0,16.63,21.38,10,1,0
2395,476,5,9,Cancelled,2025-01-09,2025-01-09 14:15:21,710.68,42.0,0.0,0.0,0,0,
2396,55,3,5,Delivered,2025-09-02,2025-09-02 12:38:48,183.51,22.0,16.58,30.43,0,1,0
2397,8,1,4,Delivered,2024-08-05,2024-08-05 12:36:35,320.15,35.0,20.37,65.21,0,0,
2398,162,2,8,Delivered,2024-04-16,2024-04-16 11:16:11,372.82,40.0,17.49,65.21,0,0,
2399,266,5,21,Delivered,2024-04-14,2024-04-14 21:54:33,344.39,20.0,0.0,0.0,0,0,
2400,390,4,8,Delivered,2024-03-28,2024-03-28 14:15:12,315.74,40.0,13.13,41.46,0,0,
2401,131,3,14,Delivered,2025-11-15,2025-11-15 20:51:29,461.6,25.0,18.62,85.95,0,1,0
2402,491,3,20,Delivered,2024-06-26,2024-06-26 21:47:12,174.56,22.0,17.19,30.01,5,0,
2403,470,4,6,Delivered,2024-08-25,2024-08-25 23:03:21,526.33,30.0,13.85,72.9,0,1,0
2404,315,2,10,Delivered,2024-11-29,2024-11-29 20:09:15,367.79,32.0,17.11,62.93,0,0,
2405,25,3,16,Delivered,2024-10-08,2024-10-08 21:45:28,194.99,20.0,16.11,31.41,20,1,0
2406,237,1,6,Pending,2025-03-25,2025-03-25 18:41:42,424.73,30.0,24.57,104.36,0,1,0
2407,105,1,12,Delivered,2024-05-17,2024-05-17 23:56:39,309.19,27.0,20.83,64.4,30,1,0
2408,76,3,15,Cancelled,2024-05-21,2024-05-21 22:52:37,561.95,0.0,18.27,102.67,0,0,
2409,274,4,32,Delivered,2025-11-17,2025-11-17 14:02:29,378.76,20.0,12.49,47.31,10,0,
2410,430,4,22,Delivered,2025-08-14,2025-08-14 20:19:45,318.54,0.0,13.22,42.11,10,1,0
2411,373,3,2,Delivered,2024-09-02,2024-09-02 12:30:28,470.22,28.0,16.51,77.63,0,1,0
2412,301,4,8,Delivered,2025-10-08,2025-10-08 20:41:16,387.44,40.0,12.12,46.96,0,1,0
2413,394,1,9,Delivered,2025-04-06,2025-04-06 21:57:13,818.73,42.0,21.92,179.47,0,1,0
2414,51,2,26,Delivered,2025-03-07,2025-03-07 18:09:13,753.13,22.0,15.41,116.06,0,1,0
2415,166,1,12,Delivered,2025-01-28,2025-01-28 12:03:00,690.06,27.0,23.39,161.41,50,1,0
2416,224,1,6,Delivered,2024-02-05,2024-02-05 22:22:49,357.29,30.0,22.03,78.71,25,1,0
2417,170,3,2,Delivered,2024-03-25,2024-03-25 17:29:00,222.46,28.0,15.23,33.88,0,1,0
2418,411,3,7,Delivered,2025-05-18,2025-05-18 14:24:30,202.89,25.0,17.11,34.71,30,1,1
2419,182,5,14,Delivered,2025-12-06,2025-12-06 23:50:06,561.81,25.0,0.0,0.0,0,0,
2420,387,3,9,Cancelled,2024-05-25,2024-05-25 21:28:14,547.87,42.0,16.02,87.77,0,1,0
2421,246,1,1,Delivered,2024-03-16,2024-03-16 17:27:58,329.14,30.0,23.36,76.89,20,1,0
2422,294,3,10,Delivered,2025-02-09,2025-02-09 22:36:10,656.83,0.0,17.01,111.73,0,1,0
2423,22,1,28,Delivered,2024-04-04,2024-04-04 18:37:06,154.78,20.0,24.2,37.46,0,1,0
2424,259,4,35,Delivered,2024-03-19,2024-03-19 18:07:57,755.68,38.0,14.88,112.45,0,1,0
2425,174,1,12,Delivered,2024-04-15,2024-04-15 23:11:09,310.5,0.0,24.78,76.94,0,1,0
2426,173,2,7,Delivered,2024-04-02,2024-04-02 17:59:36,546.16,25.0,16.08,87.82,50,1,0
2427,162,1,8,Cancelled,2024-08-15,2024-08-15 19:09:07,889.44,40.0,22.5,200.12,50,1,0
2428,451,1,6,Cancelled,2024-07-20,2024-07-20 20:13:52,667.8,30.0,24.25,161.94,0,0,
2429,120,3,12,Delivered,2024-07-18,2024-07-18 21:40:32,317.43,27.0,16.26,51.61,5,1,0
2430,323,1,15,Delivered,2024-04-26,2024-04-26 20:04:35,388.31,0.0,24.05,93.39,0,1,0
2431,483,2,2,Delivered,2025-02-23,2025-02-23 22:05:13,210.5,28.0,16.2,34.1,0,0,
2432,195,2,28,Delivered,2024-04-19,2024-04-19 14:47:16,620.18,20.0,15.28,94.76,0,1,0
2433,71,5,19,Delivered,2024-07-09,2024-07-09 19:00:52,394.85,20.0,0.0,0.0,10,1,0
2434,26,1,1,Delivered,2024-05-03,2024-05-03 21:09:53,165.36,30.0,21.02,34.76,0,1,0
2435,141,1,7,Delivered,2024-09-20,2024-09-20 22:36:06,304.45,25.0,22.12,67.34,0,0,
2436,43,1,18,Cancelled,2025-02-06,2025-02-06 13:53:21,655.7,20.0,22.37,146.68,30,1,0
2437,288,1,8,Delivered,2024-03-26,2024-03-26 22:14:10,173.78,40.0,23.53,40.89,0,0,
2438,387,2,9,Delivered,2024-03-26,2024-03-26 18:47:23,194.03,42.0,17.51,33.97,10,1,0
2439,148,1,8,Delivered,2024-06-21,2024-06-21 01:38:51,856.6,40.0,22.59,193.51,0,0,
2440,110,5,15,Delivered,2025-09-01,2025-09-01 19:19:27,277.43,22.0,0.0,0.0,0,0,
2441,116,1,1,Delivered,2025-10-29,2025-10-29 23:40:43,437.0,30.0,23.89,104.4,0,1,0
2442,308,1,6,Delivered,2024-05-04,2024-05-04 23:33:18,548.42,30.0,24.84,136.23,0,1,0
2443,460,1,2,Delivered,2024-11-22,2024-11-22 18:29:13,258.88,28.0,20.48,53.02,20,0,
2444,134,1,5,Cancelled,2024-08-25,2024-08-25 17:49:38,372.06,22.0,22.9,85.2,0,1,0
2445,88,1,5,Delivered,2025-11-29,2025-11-29 20:44:05,209.37,0.0,24.97,52.28,50,1,1
2446,189,1,29,Delivered,2025-10-12,2025-10-12 22:19:09,201.57,20.0,21.36,43.06,5,1,0
2447,385,3,18,Delivered,2024-12-18,2024-12-18 14:25:56,588.96,20.0,19.3,113.67,0,0,
2448,66,4,2,Delivered,2024-11-21,2024-11-21 21:32:10,178.58,28.0,14.26,25.47,15,1,0
2449,45,1,2,Delivered,2024-05-31,2024-05-31 00:58:05,382.95,0.0,22.41,85.82,0,1,0
2450,174,1,12,Delivered,2025-01-27,2025-01-27 09:33:29,680.63,0.0,23.48,159.81,0,1,0
2451,8,1,4,Delivered,2025-10-21,2025-10-21 20:18:02,387.09,35.0,21.73,84.11,0,1,0
2452,18,3,28,Delivered,2025-03-28,2025-03-28 17:00:16,290.23,20.0,16.99,49.31,50,0,
2453,22,1,28,Delivered,2025-08-23,2025-08-23 18:46:33,469.93,20.0,24.44,114.85,0,1,0
2454,435,2,30,Delivered,2025-09-11,2025-09-11 21:21:00,149.7,20.0,17.92,26.83,25,1,0
2455,37,4,9,Delivered,2025-09-12,2025-09-12 12:15:39,847.25,42.0,14.46,122.51,30,1,1
2456,385,1,18,Delivered,2025-11-04,2025-11-04 23:24:39,282.89,20.0,22.8,64.5,0,0,
2457,203,2,33,Delivered,2025-08-13,2025-08-13 15:42:55,648.83,20.0,15.86,102.9,0,1,1
2458,268,3,10,Delivered,2024-08-25,2024-08-25 20:27:32,316.28,32.0,18.05,57.09,30,1,1
2459,225,1,5,Delivered,2024-01-07,2024-01-07 21:38:29,448.14,22.0,21.02,94.2,50,1,0
2460,182,1,14,Delivered,2025-08-13,2025-08-13 18:20:40,638.24,25.0,24.36,155.48,0,1,0
2461,199,2,2,Delivered,2025-12-24,2025-12-24 12:26:34,131.24,28.0,17.06,22.39,0,0,
2462,239,1,17,Delivered,2025-07-24,2025-07-24 22:49:20,323.11,20.0,21.05,68.01,0,1,0
2463,229,1,4,Delivered,2024-05-17,2024-05-17 00:17:55,300.15,35.0,24.42,73.3,0,1,0
2464,65,1,26,Delivered,2024-01-30,2024-01-30 20:41:43,536.77,22.0,22.64,121.52,0,1,0
2465,137,1,16,Refunded,2025-05-12,2025-05-12 13:59:15,478.71,20.0,21.25,101.73,0,0,
2466,170,1,2,Delivered,2025-07-16,2025-07-16 23:53:46,399.91,28.0,20.32,81.26,0,0,
2467,62,2,7,Delivered,2025-06-09,2025-06-09 14:43:41,701.51,0.0,15.4,108.03,50,1,0
2468,404,1,35,Delivered,2025-09-02,2025-09-02 12:59:43,805.7,38.0,22.05,177.66,0,1,0
2469,166,2,12,Delivered,2025-04-10,2025-04-10 13:45:28,402.18,0.0,17.09,68.73,30,1,0
2470,134,1,5,Delivered,2025-02-27,2025-02-27 17:10:42,231.08,22.0,20.81,48.09,0,1,0
2471,322,4,6,Delivered,2025-05-06,2025-05-06 23:46:06,431.58,30.0,12.44,53.69,0,0,
2472,113,2,18,Delivered,2024-11-20,2024-11-20 20:39:37,225.04,20.0,16.29,36.66,0,1,0
2473,78,2,11,Delivered,2024-08-18,2024-08-18 22:32:40,552.83,28.0,17.11,94.59,50,0,
2474,89,1,5,Delivered,2025-05-21,2025-05-21 12:34:06,144.82,22.0,23.78,34.44,50,1,0
2475,206,5,5,Delivered,2024-10-16,2024-10-16 23:53:28,404.6,22.0,0.0,0.0,10,1,0
2476,233,1,12,Delivered,2024-05-03,2024-05-03 23:49:21,417.01,27.0,22.11,92.2,0,0,
2477,119,4,10,Delivered,2025-05-01,2025-05-01 23:23:34,345.9,32.0,13.59,47.01,10,0,
2478,119,5,10,Delivered,2025-04-24,2025-04-24 16:09:53,670.01,32.0,0.0,0.0,50,0,
2479,270,1,5,Delivered,2024-02-01,2024-02-01 14:07:39,235.36,22.0,21.28,50.08,25,0,
2480,389,1,1,Delivered,2025-12-28,2025-12-28 20:23:10,440.25,30.0,21.61,95.14,0,1,0
2481,80,5,2,Delivered,2025-06-07,2025-06-07 13:24:58,940.05,28.0,0.0,0.0,30,0,
2482,360,3,17,Delivered,2024-12-09,2024-12-09 12:37:52,270.57,20.0,17.45,47.21,0,0,
2483,103,1,9,Delivered,2025-12-25,2025-12-25 23:18:58,355.7,42.0,23.84,84.8,30,1,0
2484,96,2,7,Cancelled,2024-01-16,2024-01-16 14:44:27,256.58,25.0,15.58,39.98,0,1,0
2485,439,1,20,Delivered,2024-03-15,2024-03-15 12:36:21,552.64,22.0,20.65,114.12,50,0,
2486,437,1,4,Delivered,2025-09-24,2025-09-24 20:41:48,749.97,35.0,22.15,166.12,0,0,
2487,413,3,4,Delivered,2024-08-01,2024-08-01 16:57:16,840.88,35.0,15.05,126.55,20,1,0
2488,8,5,4,Delivered,2025-02-21,2025-02-21 01:37:21,545.27,35.0,0.0,0.0,0,0,
2489,49,1,3,Delivered,2025-11-29,2025-11-29 12:12:07,890.35,45.0,23.09,205.58,0,0,
2490,236,2,7,Delivered,2025-01-17,2025-01-17 18:20:26,175.74,25.0,17.24,30.3,20,1,0
2491,432,2,2,Delivered,2024-02-09,2024-02-09 13:52:58,216.09,28.0,15.98,34.53,10,1,0
2492,247,1,6,Delivered,2025-12-16,2025-12-16 13:50:25,276.32,30.0,21.49,59.38,0,1,1
2493,218,5,2,Rejected,2025-01-19,2025-01-19 13:14:48,326.28,28.0,0.0,0.0,0,1,1
2494,441,1,10,Delivered,2024-08-19,2024-08-19 22:34:14,466.02,32.0,22.23,103.6,5,0,
2495,368,2,1,Delivered,2025-11-07,2025-11-07 13:46:36,227.27,30.0,16.42,37.32,0,1,0
2496,216,3,1,Delivered,2024-04-05,2024-04-05 03:30:54,481.55,30.0,17.14,82.54,0,1,0
2497,414,2,7,Delivered,2025-08-19,2025-08-19 20:35:01,381.42,25.0,15.05,57.4,0,1,0
2498,58,4,27,Delivered,2025-07-06,2025-07-06 23:01:48,638.07,20.0,12.29,78.42,30,1,0
2499,7,3,6,Delivered,2024-04-19,2024-04-19 16:07:08,616.11,30.0,19.49,120.08,0,1,0
2500,4,1,13,Pending,2024-11-30,2024-11-30 19:22:54,447.07,25.0,21.39,95.63,25,0,
2501,8,1,4,Pending,2025-03-23,2025-03-23 17:26:37,349.99,35.0,23.15,81.02,0,1,0
2502,5,1,7,Delivered,2025-07-12,2025-07-12 22:49:21,377.98,25.0,23.15,87.5,20,1,0
2503,149,5,33,Delivered,2024-03-31,2024-03-31 18:16:55,253.09,20.0,0.0,0.0,20,1,1
2504,246,1,1,Delivered,2024-10-14,2024-10-14 19:53:49,514.27,30.0,24.84,127.74,30,1,0
2505,90,1,6,Delivered,2024-06-16,2024-06-16 14:23:22,362.09,30.0,23.86,86.39,30,0,
2506,398,1,7,Delivered,2025-01-17,2025-01-17 12:23:24,347.43,25.0,23.25,80.78,0,1,0
2507,65,3,26,Delivered,2025-06-29,2025-06-29 22:51:19,179.95,22.0,15.95,28.7,0,1,0
2508,202,5,2,Delivered,2024-04-25,2024-04-25 00:11:05,588.43,0.0,0.0,0.0,30,0,
