CompetitorMenuItemID,CompetitorID,YourItemID,CompetitorItemName,CompetitorPrice_EGP,IsOnPromotion,DateTracked
6465,25,51,Giblets Sandwich,59.05,0,2025-11-03
6466,25,51,Liver Sandwich,59.91,0,2025-11-17
6467,25,51,Spicy Liver Sub,60.42,0,2025-12-15
6468,25,51,Liver Sandwich,60.98,0,2025-12-29
6469,25,50,Beef Shawarma Sandwich,108.47,0,2024-01-01
6470,25,50,Meat Roll,109.16,0,2024-02-12
6471,25,50,Meat Roll,110.1,0,2024-03-11
6472,25,50,Meat Roll,104.16,1,2024-03-25
6473,25,50,Meat Roll,104.84,0,2024-04-22
6474,25,50,Meat Roll,102.24,0,2024-05-06
6475,25,50,Meat Roll,98.26,1,2024-06-17
6476,25,50,Meat Roll,99.46,0,2024-07-01
6477,25,50,Meat Shawarma Wrap,100.31,0,2024-07-15
6478,25,50,Meat Shawarma Wrap,101.12,0,2024-07-29
6479,25,50,Beef Shawarma Sandwich,101.64,0,2024-08-26
6480,25,50,Meat Roll,103.04,0,2024-09-09
6481,25,50,Meat Roll,104.51,0,2024-09-23
6482,25,50,Meat Roll,105.38,0,2024-10-21
6483,25,50,Meat Shawarma Wrap,106.72,0,2024-11-04
6484,25,50,Beef Shawarma Sandwich,107.26,0,2024-11-18
6485,25,50,Meat Shawarma Wrap,107.97,0,2024-12-02
6486,25,50,Meat Shawarma Wrap,100.21,1,2024-12-16
6487,25,50,Meat Shawarma Wrap,101.47,0,2024-12-30
6488,25,50,Meat Shawarma Wrap,94.17,1,2025-01-13
6489,25,50,Meat Shawarma Wrap,94.69,0,2025-02-10
6490,25,50,Meat Shawarma Wrap,95.89,0,2025-02-24
6491,25,50,Meat Shawarma Wrap,97.33,0,2025-03-24
6492,25,50,Meat Shawarma Wrap,97.93,0,2025-04-07
6493,25,50,Beef Shawarma Sandwich,98.46,0,2025-04-21
6494,25,50,Beef Shawarma Sandwich,99.26,0,2025-05-05
6495,25,50,Meat Roll,99.81,0,2025-05-19
6496,25,50,Beef Shawarma Sandwich,101.2,0,2025-06-02
6497,25,50,Meat Roll,102.23,0,2025-06-16
6498,25,50,Meat Shawarma Wrap,101.02,0,2025-07-14
6499,25,50,Meat Shawarma Wrap,101.93,0,2025-08-11
6500,25,50,Beef Shawarma Sandwich,102.61,0,2025-08-25
6501,25,50,Beef Shawarma Sandwich,103.2,0,2025-09-22
6502,25,50,Meat Shawarma Wrap,104.14,0,2025-10-06
6503,25,50,Meat Shawarma Wrap,96.73,1,2025-10-20
6504,25,50,Beef Shawarma Sandwich,97.67,0,2025-11-17
6505,25,50,Meat Shawarma Wrap,98.47,0,2025-12-01
6506,25,50,Meat Shawarma Wrap,99.93,0,2025-12-15
6507,25,50,Meat Shawarma Wrap,101.23,0,2025-12-29
6508,25,33,Mixed Grill Family,632.94,0,2024-01-01
6509,25,33,Mixed Grill Family,642.28,0,2024-01-29
6510,25,33,Family Grill Box,650.11,0,2024-02-26
6511,25,33,BBQ Family Pack,611.13,1,2024-03-11
6512,25,33,BBQ Family Pack,544.8,1,2024-03-25
6513,25,33,Family Grill Box,550.57,0,2024-04-08
6514,25,33,BBQ Family Pack,558.55,0,2024-04-22
6515,25,33,Family Grill Box,563.48,0,2024-05-20
6516,25,33,Family Grill Box,571.78,0,2024-06-17
6517,25,33,BBQ Family Pack,568.51,0,2024-07-01
6518,25,33,Family Grill Box,560.61,0,2024-07-29
6519,25,33,Family Grill Box,565.28,0,2024-09-09
6520,25,33,Mixed Grill Family,573.16,0,2024-09-23
6521,25,33,BBQ Family Pack,559.01,0,2024-10-07
6522,25,33,Family Grill Box,512.59,1,2024-10-21
6523,25,33,Family Grill Box,520.06,0,2024-11-18
6524,25,33,BBQ Family Pack,524.58,0,2024-12-16
6525,25,33,Mixed Grill Family,516.64,0,2024-12-30
6526,25,33,Family Grill Box,523.64,0,2025-01-27
6527,25,33,Family Grill Box,510.28,0,2025-02-10
6528,25,33,Family Grill Box,516.54,0,2025-02-24
6529,25,33,Mixed Grill Family,519.71,0,2025-03-10
6530,25,33,Mixed Grill Family,522.98,0,2025-04-07
6531,25,33,Mixed Grill Family,529.75,0,2025-04-21
6532,25,33,BBQ Family Pack,535.34,0,2025-05-05
6533,25,33,Family Grill Box,540.69,0,2025-05-19
6534,25,33,Mixed Grill Family,535.31,0,2025-06-16
6535,25,33,Family Grill Box,541.72,0,2025-06-30
6536,25,33,Family Grill Box,545.19,0,2025-07-14
6537,25,33,Family Grill Box,551.32,0,2025-07-28
6538,25,33,Mixed Grill Family,527.22,1,2025-08-11
6539,25,33,Mixed Grill Family,532.69,0,2025-08-25
6540,25,33,Mixed Grill Family,508.35,1,2025-09-08
6541,25,33,Mixed Grill Family,511.74,0,2025-10-06
6542,25,33,Mixed Grill Family,461.03,1,2025-10-20
6543,25,33,Mixed Grill Family,465.32,0,2025-11-17
6544,25,33,Mixed Grill Family,468.36,0,2025-12-29
6545,25,3,Roasted Chicken,165.82,0,2024-01-01
6546,25,3,Half Chicken,167.79,0,2024-02-12
6547,25,3,Roasted Chicken,156.82,1,2024-03-25
6548,25,3,Roasted Chicken,157.65,0,2024-04-22
6549,25,3,Roasted Chicken,158.87,0,2024-05-06
6550,25,3,Half Chicken,161.04,0,2024-05-20
6551,25,3,Roasted Chicken,146.31,1,2024-06-03
6552,25,3,Grilled Chicken,147.26,0,2024-06-17
6553,25,3,Roasted Chicken,148.51,0,2024-07-15
6554,25,3,Grilled Chicken,144.82,0,2024-08-26
6555,25,3,Half Chicken,146.53,0,2024-09-23
6556,25,3,Half Chicken,148.3,0,2024-10-21
6557,25,3,Grilled Chicken,150.19,0,2024-11-04
6558,25,3,Roasted Chicken,151.33,0,2024-12-16
6559,25,3,Grilled Chicken,152.99,0,2024-12-30
6560,25,3,Roasted Chicken,154.22,0,2025-01-13
6561,25,3,Roasted Chicken,152.59,0,2025-03-10
6562,25,3,Roasted Chicken,147.48,1,2025-04-07
6563,25,3,Grilled Chicken,139.8,1,2025-04-21
6564,25,3,Roasted Chicken,136.19,0,2025-05-19
6565,25,3,Grilled Chicken,137.76,0,2025-06-02
6566,25,3,Grilled Chicken,139.6,0,2025-06-16
6567,25,3,Roasted Chicken,138.63,0,2025-07-28
6568,25,3,Roasted Chicken,136.98,0,2025-08-25
6569,25,3,Grilled Chicken,137.91,0,2025-09-08
6570,25,3,Grilled Chicken,139.94,0,2025-09-22
6571,25,3,Grilled Chicken,141.22,0,2025-10-06
6572,25,3,Grilled Chicken,142.52,0,2025-11-03
6573,25,3,Grilled Chicken,143.39,0,2025-11-17
6574,25,3,Grilled Chicken,145.22,0,2025-12-15
6575,26,29,Konafa Plate,66.26,0,2024-01-01
6576,26,29,Sweet Kunafa,66.98,0,2024-01-15
6577,26,29,Konafa Plate,62.17,1,2024-02-12
6578,26,29,Kunafa,62.89,0,2024-02-26
6579,26,29,Sweet Kunafa,59.27,1,2024-03-11
6580,26,29,Konafa Plate,59.84,0,2024-03-25
6581,26,29,Konafa Plate,60.51,0,2024-04-22
6582,26,29,Konafa Plate,61.1,0,2024-05-06
6583,26,29,Konafa Plate,56.3,1,2024-05-20
6584,26,29,Kunafa,56.68,0,2024-06-03
6585,26,29,Sweet Kunafa,57.12,0,2024-06-17
6586,26,29,Kunafa,55.89,0,2024-07-01
6587,26,29,Sweet Kunafa,56.48,0,2024-07-15
6588,26,29,Sweet Kunafa,57.07,0,2024-08-26
6589,26,29,Sweet Kunafa,57.81,0,2024-09-23
6590,26,29,Sweet Kunafa,58.25,0,2024-10-07
6591,26,29,Konafa Plate,59.1,0,2024-11-04
6592,26,29,Kunafa,53.65,1,2024-11-18
6593,26,29,Sweet Kunafa,54.33,0,2025-01-13
6594,26,29,Konafa Plate,53.24,0,2025-01-27
6595,26,29,Konafa Plate,53.63,0,2025-02-10
6596,26,29,Sweet Kunafa,53.9,0,2025-04-07
6597,26,29,Sweet Kunafa,53.57,0,2025-04-21
6598,26,29,Konafa Plate,54.15,0,2025-06-02
6599,26,29,Sweet Kunafa,54.85,0,2025-06-16
6600,26,29,Konafa Plate,55.56,0,2025-06-30
6601,26,29,Kunafa,55.88,0,2025-07-14
6602,26,29,Sweet Kunafa,56.23,0,2025-07-28
6603,26,29,Konafa Plate,56.95,0,2025-08-11
6604,26,29,Konafa Plate,57.48,0,2025-08-25
6605,26,29,Kunafa,58.12,0,2025-09-22
6606,26,29,Sweet Kunafa,58.71,0,2025-10-06
6607,26,29,Konafa Plate,59.57,0,2025-10-20
6608,26,29,Kunafa,60.14,0,2025-12-01
6609,26,29,Konafa Plate,56.38,1,2025-12-15
6610,26,51,Giblets Sandwich,72.77,0,2024-01-01
6611,26,51,Giblets Sandwich,73.77,0,2024-01-15
6612,26,51,Liver Sandwich,67.48,1,2024-02-26
6613,26,51,Spicy Liver Sub,67.98,0,2024-03-11
6614,26,51,Giblets Sandwich,68.34,0,2024-04-08
6615,26,51,Spicy Liver Sub,68.72,0,2024-05-06
6616,26,51,Giblets Sandwich,67.97,0,2024-05-20
6617,26,51,Liver Sandwich,68.54,0,2024-06-03
6618,26,51,Spicy Liver Sub,68.98,0,2024-07-01
6619,26,51,Spicy Liver Sub,69.9,0,2024-07-29
6620,26,51,Liver Sandwich,70.94,0,2024-08-12
6621,26,51,Liver Sandwich,71.35,0,2024-08-26
6622,26,51,Liver Sandwich,72.11,0,2024-09-09
6623,26,51,Spicy Liver Sub,72.99,0,2024-09-23
6624,26,51,Spicy Liver Sub,73.46,0,2024-11-04
6625,26,51,Spicy Liver Sub,74.33,0,2024-11-18
6626,26,51,Liver Sandwich,75.05,0,2024-12-16
6627,26,51,Spicy Liver Sub,76.0,0,2024-12-30
6628,26,51,Liver Sandwich,69.94,1,2025-01-27
6629,26,51,Spicy Liver Sub,70.95,0,2025-02-10
6630,26,51,Giblets Sandwich,71.78,0,2025-02-24
6631,26,51,Giblets Sandwich,72.4,0,2025-03-10
6632,26,51,Spicy Liver Sub,70.88,0,2025-04-21
6633,26,51,Spicy Liver Sub,71.72,0,2025-05-05
6634,26,51,Liver Sandwich,67.16,1,2025-06-02
6635,26,51,Spicy Liver Sub,67.93,0,2025-06-30
6636,26,51,Spicy Liver Sub,66.36,0,2025-07-28
6637,26,51,Liver Sandwich,66.84,0,2025-09-08
6638,26,51,Giblets Sandwich,67.6,0,2025-09-22
6639,26,51,Giblets Sandwich,68.06,0,2025-11-03
6640,26,51,Spicy Liver Sub,68.47,0,2025-12-15
6641,26,50,Meat Roll,86.68,0,2024-01-15
6642,26,50,Meat Roll,82.31,1,2024-02-12
6643,26,50,Beef Shawarma Sandwich,83.11,0,2024-02-26
6644,26,50,Meat Shawarma Wrap,74.4,1,2024-03-11
6645,26,50,Meat Roll,75.01,0,2024-04-08
6646,26,50,Meat Roll,74.52,0,2024-04-22
6647,26,50,Meat Shawarma Wrap,75.38,0,2024-05-06
6648,26,50,Meat Shawarma Wrap,71.26,1,2024-05-20
6649,26,50,Meat Roll,71.66,0,2024-06-17
6650,26,50,Meat Shawarma Wrap,72.13,0,2024-07-01
6651,26,50,Meat Shawarma Wrap,72.62,0,2024-07-15
6652,26,50,Meat Roll,71.16,0,2024-07-29
6653,26,50,Meat Roll,68.77,1,2024-08-12
6654,26,50,Beef Shawarma Sandwich,69.2,0,2024-08-26
6655,26,50,Meat Shawarma Wrap,69.98,0,2024-09-09
6656,26,50,Meat Roll,70.76,0,2024-10-07
6657,26,50,Meat Roll,68.34,1,2024-10-21
6658,26,50,Beef Shawarma Sandwich,64.94,1,2024-11-04
6659,26,50,Beef Shawarma Sandwich,65.38,0,2024-11-18
6660,26,50,Meat Shawarma Wrap,60.24,1,2024-12-02
6661,26,50,Beef Shawarma Sandwich,60.81,0,2024-12-16
6662,26,50,Meat Roll,61.7,0,2024-12-30
6663,26,50,Meat Roll,62.44,0,2025-01-13
6664,26,50,Beef Shawarma Sandwich,62.79,0,2025-02-10
6665,26,50,Meat Roll,61.73,0,2025-02-24
6666,26,50,Meat Roll,57.66,1,2025-03-10
6667,26,50,Meat Roll,54.62,1,2025-03-24
6668,26,50,Meat Shawarma Wrap,52.13,1,2025-04-07
6669,26,50,Beef Shawarma Sandwich,50.98,0,2025-05-19
6670,26,50,Meat Roll,51.31,0,2025-06-02
6671,26,50,Beef Shawarma Sandwich,51.72,0,2025-06-30
6672,26,50,Beef Shawarma Sandwich,52.38,0,2025-07-14
6673,26,50,Meat Shawarma Wrap,52.69,0,2025-08-25
6674,26,50,Beef Shawarma Sandwich,53.47,0,2025-11-03
6675,26,50,Meat Roll,54.24,0,2025-11-17
6676,26,50,Meat Shawarma Wrap,52.25,1,2025-12-01
6677,26,50,Meat Roll,47.45,1,2025-12-15
6678,26,50,Beef Shawarma Sandwich,47.83,0,2025-12-29
6679,26,39,Crunchy Chicken,113.52,1,2024-01-01
6680,26,39,Crispy Chicken,114.82,0,2024-01-15
6681,26,39,Fried Chicken,116.04,0,2024-01-29
6682,26,39,Crunchy Chicken,116.77,0,2024-04-08
6683,26,39,Crunchy Chicken,110.24,1,2024-04-22
6684,26,39,Crunchy Chicken,107.94,0,2024-05-20
6685,26,39,Fried Chicken,109.35,0,2024-06-03
6686,26,39,Crispy Chicken,110.54,0,2024-06-17
6687,26,39,Fried Chicken,111.1,0,2024-07-01
6688,26,39,Fried Chicken,107.71,1,2024-07-29
6689,26,39,Crispy Chicken,109.18,0,2024-08-12
6690,26,39,Crispy Chicken,100.97,1,2024-09-09
6691,26,39,Crispy Chicken,101.95,0,2024-09-23
6692,26,39,Crispy Chicken,102.57,0,2024-10-07
6693,26,39,Fried Chicken,103.8,0,2024-11-04
6694,26,39,Crispy Chicken,104.95,0,2024-11-18
6695,26,39,Fried Chicken,97.5,1,2024-12-02
6696,26,39,Crunchy Chicken,98.95,0,2024-12-16
6697,26,39,Crunchy Chicken,97.57,0,2024-12-30
6698,26,39,Fried Chicken,98.11,0,2025-01-27
6699,26,39,Crispy Chicken,96.2,0,2025-02-10
6700,26,39,Crunchy Chicken,93.27,1,2025-02-24
6701,26,39,Fried Chicken,87.8,1,2025-03-10
6702,26,39,Crispy Chicken,88.51,0,2025-03-24
6703,26,39,Crispy Chicken,89.21,0,2025-04-07
6704,26,39,Crispy Chicken,90.12,0,2025-04-21
6705,26,39,Crispy Chicken,90.92,0,2025-05-05
6706,26,39,Fried Chicken,92.05,0,2025-06-02
6707,26,39,Crispy Chicken,93.13,0,2025-06-16
6708,26,39,Fried Chicken,89.5,1,2025-06-30
6709,26,39,Crunchy Chicken,90.7,0,2025-07-14
6710,26,39,Crunchy Chicken,91.23,0,2025-07-28
6711,26,39,Crunchy Chicken,92.31,0,2025-09-22
6712,26,39,Fried Chicken,93.68,0,2025-10-06
6713,26,39,Crispy Chicken,94.35,0,2025-10-20
6714,26,39,Crunchy Chicken,95.19,0,2025-11-03
6715,26,39,Crispy Chicken,95.9,0,2025-12-01
6716,26,39,Fried Chicken,96.81,0,2025-12-29
6717,26,60,Lamb Feast,747.04,0,2024-02-12
6718,26,60,Lamb Family Meal,737.86,0,2024-02-26
6719,26,60,Lamb Family Meal,747.98,0,2024-03-11
6720,26,60,Lamb Family Meal,755.95,0,2024-03-25
6721,26,60,Lamb Feast,731.28,1,2024-04-08
6722,26,60,Lamb Feast,739.13,0,2024-04-22
6723,26,60,Lamb Family Meal,678.46,1,2024-05-06
6724,26,60,Lamb Family Meal,686.06,0,2024-06-17
6725,26,60,Lamb Family Meal,695.67,0,2024-07-01
6726,26,60,Lamb Feast,704.26,0,2024-07-15
6727,26,60,Family Lamb Platter,711.98,0,2024-07-29
6728,26,60,Family Lamb Platter,717.66,0,2024-09-09
6729,26,60,Lamb Feast,724.88,0,2024-09-23
6730,26,60,Family Lamb Platter,730.11,0,2024-10-07
6731,26,60,Lamb Feast,739.65,0,2024-11-04
6732,26,60,Family Lamb Platter,746.15,0,2024-11-18
6733,26,60,Lamb Family Meal,756.67,0,2024-12-16
6734,26,60,Lamb Family Meal,762.77,0,2024-12-30
6735,26,60,Family Lamb Platter,724.68,1,2025-01-13
6736,26,60,Lamb Family Meal,729.5,0,2025-01-27
6737,26,60,Family Lamb Platter,739.19,0,2025-02-10
6738,26,60,Lamb Feast,750.12,0,2025-02-24
6739,26,60,Family Lamb Platter,698.74,1,2025-03-10
6740,26,60,Lamb Family Meal,709.0,0,2025-03-24
6741,26,60,Family Lamb Platter,718.47,0,2025-04-07
6742,26,60,Lamb Family Meal,725.38,0,2025-04-21
6743,26,60,Lamb Family Meal,707.09,0,2025-05-05
6744,26,60,Family Lamb Platter,714.89,0,2025-06-16
6745,26,60,Family Lamb Platter,666.72,1,2025-08-25
6746,26,60,Family Lamb Platter,675.02,0,2025-09-08
6747,26,60,Lamb Family Meal,683.22,0,2025-09-22
6748,26,60,Family Lamb Platter,690.97,0,2025-10-06
6749,26,60,Lamb Family Meal,695.22,0,2025-11-03
6750,26,60,Lamb Family Meal,654.43,1,2025-11-17
6751,26,60,Lamb Feast,660.94,0,2025-12-01
6752,26,60,Family Lamb Platter,618.34,1,2025-12-15
6753,26,5,Mixed Grill Platter,165.0,0,2024-01-29
6754,26,5,Grill Combo,166.31,0,2024-02-12
6755,26,5,Grill Combo,167.52,0,2024-02-26
6756,26,5,Mixed Grill Platter,169.25,0,2024-03-11
6757,26,5,Mixed Grill Platter,171.02,0,2024-03-25
6758,26,5,Grill Combo,172.17,0,2024-04-08
6759,26,5,BBQ Mix,173.17,0,2024-04-22
6760,26,5,Grill Combo,175.63,0,2024-05-06
6761,26,5,BBQ Mix,177.74,0,2024-05-20
6762,26,5,Mixed Grill Platter,180.35,0,2024-06-03
6763,26,5,Grill Combo,182.11,0,2024-06-17
6764,26,5,BBQ Mix,183.06,0,2024-07-01
6765,26,5,Mixed Grill Platter,169.52,1,2024-07-15
6766,26,5,Grill Combo,164.84,0,2024-08-12
6767,26,5,BBQ Mix,165.77,0,2024-08-26
6768,26,5,BBQ Mix,167.4,0,2024-09-09
6769,26,5,BBQ Mix,169.54,0,2024-09-23
6770,26,5,BBQ Mix,161.15,1,2024-10-07
6771,26,5,Grill Combo,162.33,0,2024-10-21
6772,26,5,Grill Combo,163.42,0,2024-11-04
6773,26,5,BBQ Mix,164.29,0,2024-11-18
6774,26,5,BBQ Mix,162.44,0,2024-12-02
6775,26,5,Grill Combo,163.78,0,2024-12-16
6776,26,5,Mixed Grill Platter,165.65,0,2024-12-30
6777,26,5,BBQ Mix,167.43,0,2025-01-27
6778,26,5,Mixed Grill Platter,169.52,0,2025-02-10
6779,26,5,Mixed Grill Platter,170.78,0,2025-02-24
6780,26,5,Grill Combo,163.12,1,2025-03-10
6781,26,5,Grill Combo,152.89,1,2025-03-24
6782,26,5,Grill Combo,154.5,0,2025-04-07
6783,26,5,Mixed Grill Platter,141.25,1,2025-04-21
6784,26,5,Grill Combo,142.44,0,2025-05-05
6785,26,5,Mixed Grill Platter,144.11,0,2025-05-19
6786,26,5,Grill Combo,145.74,0,2025-06-02
6787,26,5,BBQ Mix,147.82,0,2025-07-14
6788,26,5,Grill Combo,149.65,0,2025-07-28
6789,26,5,BBQ Mix,148.51,0,2025-08-11
6790,26,5,BBQ Mix,149.6,0,2025-08-25
6791,26,5,Mixed Grill Platter,142.28,1,2025-09-08
6792,26,5,Mixed Grill Platter,143.51,0,2025-09-22
6793,26,5,BBQ Mix,145.64,0,2025-11-03
6794,26,5,Grill Combo,142.57,0,2025-11-17
6795,26,5,BBQ Mix,144.66,0,2025-12-01
6796,26,5,BBQ Mix,145.64,0,2025-12-15
6797,26,40,Margherita,136.43,0,2024-01-15
6798,26,40,Classic Pizza,137.73,0,2024-01-29
6799,26,40,Cheese Pizza,136.36,0,2024-02-26
6800,26,40,Cheese Pizza,137.55,0,2024-03-11
6801,26,40,Margherita,139.33,0,2024-04-08
6802,26,40,Classic Pizza,140.29,0,2024-04-22
6803,26,40,Cheese Pizza,141.84,0,2024-05-06
6804,26,40,Classic Pizza,143.34,0,2024-05-20
6805,26,40,Margherita,134.07,1,2024-06-17
6806,26,40,Classic Pizza,135.19,0,2024-07-01
6807,26,40,Margherita,136.16,0,2024-07-15
6808,26,40,Classic Pizza,137.66,0,2024-07-29
6809,26,40,Classic Pizza,138.38,0,2024-08-12
6810,26,40,Cheese Pizza,140.14,0,2024-08-26
6811,26,40,Cheese Pizza,140.86,0,2024-09-09
6812,26,40,Margherita,142.11,0,2024-09-23
6813,26,40,Classic Pizza,144.21,0,2024-10-07
6814,26,40,Classic Pizza,145.71,0,2024-10-21
6815,26,40,Classic Pizza,147.62,0,2024-11-04
6816,26,40,Classic Pizza,148.76,0,2024-12-16
6817,26,40,Cheese Pizza,135.4,1,2025-01-13
6818,26,40,Cheese Pizza,136.12,0,2025-01-27
6819,26,40,Cheese Pizza,136.83,0,2025-02-10
6820,26,40,Margherita,137.92,0,2025-02-24
6821,26,40,Margherita,139.66,0,2025-03-10
6822,26,40,Margherita,140.64,0,2025-04-21
6823,26,40,Cheese Pizza,130.69,1,2025-05-05
6824,26,40,Cheese Pizza,132.13,0,2025-06-16
6825,26,40,Classic Pizza,133.21,0,2025-06-30
6826,26,40,Margherita,134.73,0,2025-07-14
6827,26,40,Margherita,135.77,0,2025-07-28
6828,26,40,Classic Pizza,137.6,0,2025-08-11
6829,26,40,Cheese Pizza,133.5,0,2025-09-08
6830,26,40,Margherita,134.94,0,2025-09-22
6831,26,40,Margherita,136.37,0,2025-10-06
6832,26,40,Cheese Pizza,123.38,1,2025-10-20
6833,26,40,Margherita,124.08,0,2025-11-17
6834,26,40,Cheese Pizza,125.62,0,2025-12-01
6835,26,40,Cheese Pizza,124.66,0,2025-12-15
6836,26,40,Classic Pizza,122.37,0,2025-12-29
6837,26,28,Egyptian Bread Pudding,67.89,0,2024-01-01
6838,26,28,Egyptian Bread Pudding,68.74,0,2024-01-29
6839,26,28,Egyptian Bread Pudding,69.25,0,2024-02-12
6840,26,28,Om Ali Dessert,70.27,0,2024-02-26
6841,26,28,Egyptian Bread Pudding,67.07,1,2024-03-25
6842,26,28,Om Ali Dessert,67.71,0,2024-04-08
6843,26,28,Om Ali Dessert,68.62,0,2024-04-22
6844,26,28,Om Ali Dessert,63.42,1,2024-05-20
6845,26,28,Egyptian Bread Pudding,64.35,0,2024-06-17
6846,26,28,Om Ali,62.88,0,2024-07-01
6847,26,28,Om Ali Dessert,63.68,0,2024-07-15
6848,26,28,Egyptian Bread Pudding,62.5,0,2024-07-29
6849,26,28,Egyptian Bread Pudding,63.2,0,2024-08-12
6850,26,28,Om Ali,59.33,1,2024-08-26
6851,26,28,Om Ali Dessert,57.57,0,2024-09-09
6852,26,28,Egyptian Bread Pudding,57.86,0,2024-09-23
6853,26,28,Om Ali Dessert,58.59,0,2024-10-07
6854,26,28,Om Ali,59.32,0,2024-12-02
6855,26,28,Om Ali,59.65,0,2024-12-30
6856,26,28,Egyptian Bread Pudding,60.53,0,2025-01-13
6857,26,28,Om Ali,61.02,0,2025-02-10
6858,26,28,Egyptian Bread Pudding,61.36,0,2025-03-10
6859,26,28,Om Ali,61.79,0,2025-03-24
6860,26,28,Egyptian Bread Pudding,62.12,0,2025-04-07
6861,26,28,Egyptian Bread Pudding,62.76,0,2025-04-21
6862,26,28,Om Ali Dessert,63.2,0,2025-06-02
6863,26,28,Om Ali,63.64,0,2025-06-16
6864,26,28,Om Ali Dessert,64.11,0,2025-06-30
6865,26,28,Om Ali,65.0,0,2025-07-28
6866,26,28,Om Ali,65.47,0,2025-09-08
6867,26,28,Egyptian Bread Pudding,66.34,0,2025-09-22
6868,26,28,Om Ali Dessert,62.77,1,2025-10-20
6869,26,28,Egyptian Bread Pudding,62.36,0,2025-11-17
6870,27,50,Beef Shawarma Sandwich,80.33,1,2024-01-01
6871,27,50,Beef Shawarma Sandwich,81.47,0,2024-01-15
6872,27,50,Meat Roll,79.1,0,2024-02-12
6873,27,50,Meat Shawarma Wrap,72.49,1,2024-02-26
6874,27,50,Meat Shawarma Wrap,64.08,1,2024-04-08
6875,27,50,Meat Shawarma Wrap,64.51,0,2024-04-22
6876,27,50,Meat Roll,64.94,0,2024-05-06
6877,27,50,Meat Shawarma Wrap,65.37,0,2024-05-20
6878,27,50,Meat Shawarma Wrap,65.75,0,2024-07-15
6879,27,50,Meat Shawarma Wrap,66.59,0,2024-07-29
6880,27,50,Meat Shawarma Wrap,62.48,1,2024-08-26
6881,27,50,Beef Shawarma Sandwich,62.82,0,2024-09-09
6882,27,50,Beef Shawarma Sandwich,63.41,0,2024-10-07
6883,27,50,Meat Shawarma Wrap,64.2,0,2024-11-04
6884,27,50,Meat Shawarma Wrap,64.97,0,2024-11-18
6885,27,50,Meat Roll,65.76,0,2024-12-16
6886,27,50,Meat Roll,59.76,1,2024-12-30
6887,27,50,Meat Roll,55.67,1,2025-01-13
6888,27,50,Meat Shawarma Wrap,56.1,0,2025-02-10
6889,27,50,Beef Shawarma Sandwich,56.55,0,2025-03-10
6890,27,50,Meat Shawarma Wrap,56.89,0,2025-04-21
6891,27,50,Meat Roll,57.23,0,2025-05-19
6892,27,50,Meat Roll,57.84,0,2025-06-02
6893,27,50,Meat Shawarma Wrap,58.6,0,2025-06-16
6894,27,50,Meat Shawarma Wrap,53.2,1,2025-06-30
6895,27,50,Meat Roll,49.89,1,2025-07-28
6896,27,50,Beef Shawarma Sandwich,50.42,0,2025-08-11
6897,27,50,Meat Shawarma Wrap,50.87,0,2025-10-20
6898,27,50,Meat Roll,51.19,0,2025-11-03
6899,27,50,Beef Shawarma Sandwich,50.85,0,2025-12-29
6900,27,5,Grill Combo,210.68,0,2024-01-01
6901,27,5,Grill Combo,198.02,1,2024-01-29
6902,27,5,BBQ Mix,199.59,0,2024-02-12
6903,27,5,BBQ Mix,202.3,0,2024-02-26
6904,27,5,BBQ Mix,204.49,0,2024-03-11
6905,27,5,BBQ Mix,206.08,0,2024-04-22
6906,27,5,Grill Combo,204.86,0,2024-05-06
6907,27,5,Grill Combo,206.33,0,2024-05-20
6908,27,5,Grill Combo,203.92,0,2024-06-17
6909,27,5,Mixed Grill Platter,206.23,0,2024-07-15
6910,27,5,BBQ Mix,202.0,0,2024-08-12
6911,27,5,Mixed Grill Platter,203.41,0,2024-08-26
6912,27,5,Mixed Grill Platter,204.81,0,2024-09-23
6913,27,5,BBQ Mix,206.79,0,2024-10-07
6914,27,5,Mixed Grill Platter,209.38,0,2024-11-04
6915,27,5,BBQ Mix,200.63,1,2024-12-02
6916,27,5,Mixed Grill Platter,202.92,0,2025-01-13
6917,27,5,Grill Combo,205.48,0,2025-01-27
6918,27,5,Mixed Grill Platter,207.23,0,2025-02-10
6919,27,5,Mixed Grill Platter,205.88,0,2025-02-24
6920,27,5,BBQ Mix,207.65,0,2025-03-10
6921,27,5,BBQ Mix,203.95,0,2025-04-07
6922,27,5,Grill Combo,206.91,0,2025-04-21
6923,27,5,BBQ Mix,208.08,0,2025-05-19
6924,27,5,Grill Combo,189.08,1,2025-06-02
6925,27,5,Grill Combo,180.0,1,2025-06-30
6926,27,5,BBQ Mix,181.65,0,2025-07-14
6927,27,5,BBQ Mix,183.37,0,2025-07-28
6928,27,5,Mixed Grill Platter,185.48,0,2025-08-11
6929,27,5,Mixed Grill Platter,187.38,0,2025-08-25
6930,27,5,Mixed Grill Platter,189.71,0,2025-10-06
6931,27,5,Grill Combo,191.85,0,2025-10-20
6932,27,5,Mixed Grill Platter,180.57,1,2025-11-03
6933,27,5,Mixed Grill Platter,177.44,0,2025-11-17
6934,27,5,BBQ Mix,178.43,0,2025-12-01
6935,27,39,Crunchy Chicken,114.67,0,2024-01-29
6936,27,39,Fried Chicken,116.16,0,2024-02-12
6937,27,39,Crispy Chicken,117.33,0,2024-02-26
